,listing_name,price,depreciation,reg_date,eng_cap,mileage,veh_type,brand,model
180,Mitsubishi Evolution 10 GSR SST (COE till 07/2031),189000.0,21210.0,2011-09-27,1998.0,150000.0,Sports,Mitsubishi,Evolution 10 GSR SST (COE till 07/2031)
181,Volvo V40 T4 Momentum,110800.0,14140.0,2019-08-30,1969.0,21000.0,Hatchback,Volvo,V40 T4 Momentum
182,Honda Civic 1.6A VTi,105800.0,14030.0,2019-07-01,1597.0,51800.0,Sedan,Honda,Civic 1.6A VTi
183,BMW 3 Series 316i,42888.0,18860.0,2014-02-21,1598.0,66000.0,Luxury,BMW,3 Series 316i
184,Mercedes-Benz A-Class Saloon A200 AMG Line Premium,161800.0,19120.0,2020-01-31,1332.0,35209.0,Luxury,Mercedes-Benz,A-Class Saloon A200 AMG Line Premium
185,Land Rover Defender 90 Puma (COE till 04/2029),116000.0,17420.0,2009-07-28,2402.0,,Truck,Land,Rover Defender 90 Puma (COE till 04/2029)
186,MINI Cooper S 2.0A,73800.0,21000.0,2015-08-05,1998.0,82800.0,Sports,MINI,Cooper S 2.0A
187,Nissan NV200 1.6A,86800.0,9000.0,2022-04-25,1597.0,,Van,Nissan,NV200 1.6A
188,Toyota 86 2.0A High Grade (New 10-yr COE),161800.0,16170.0,2013-02-05,1998.0,105000.0,Sports,Toyota,86 2.0A High Grade (New 10-yr COE)
189,BMW X6 xDrive35i M-Sport Sunroof,212888.0,31480.0,2017-09-28,2979.0,39776.0,SUV,BMW,X6 xDrive35i M-Sport Sunroof
190,Citroen Berlingo 1.6A BlueHDi,45800.0,7830.0,2018-07-11,1560.0,,Van,Citroen,Berlingo 1.6A BlueHDi
191,Mercedes-Benz Citan 109 CDI Van Extra-Long 2 Seaters,35800.0,10310.0,2016-02-23,1461.0,98000.0,Van,Mercedes-Benz,Citan 109 CDI Van Extra-Long 2 Seaters
192,BMW M Series M3 Sedan Competition Package (COE till 09/2031),232800.0,25660.0,2011-09-29,3999.0,110000.0,Sports,BMW,M Series M3 Sedan Competition Package (COE till 09/2031)
193,BMW 5 Series 523i (COE till 09/2030),99800.0,12360.0,2011-01-18,2497.0,102578.0,Luxury,BMW,5 Series 523i (COE till 09/2030)
194,Mercedes-Benz C-Class C180 Avantgarde,90888.0,19680.0,2016-05-13,1595.0,130329.0,Luxury,Mercedes-Benz,C-Class C180 Avantgarde
195,Audi A4 1.8A TFSI MU,40888.0,20690.0,2013-12-31,1798.0,111720.0,Luxury,Audi,A4 1.8A TFSI MU
196,Mercedes-Benz E-Class E300 AMG Line,226888.0,26550.0,2019-07-15,1991.0,36555.0,Luxury,Mercedes-Benz,E-Class E300 AMG Line
197,Audi RS 6 Avant 4.0A TFSI Quattro Carbon Black Edition,650000.0,,,3996.0,,Stationwagon,Audi,RS 6 Avant 4.0A TFSI Quattro Carbon Black Edition
198,Porsche Cayenne 3.6A Tip (COE till 10/2031),162888.0,17780.0,2012-01-19,3598.0,,SUV,Porsche,Cayenne 3.6A Tip (COE till 10/2031)
199,BMW 3 Series 320i Luxury,38000.0,,2012-09-21,1997.0,160000.0,Luxury,BMW,3 Series 320i Luxury
200,Mercedes-Benz E-Class E220d Sport,229800.0,23480.0,2021-03-30,1950.0,8988.0,Sedan,Mercedes-Benz,E-Class E220d Sport
201,Mercedes-Benz A-Class A200 Progressive,132800.0,17360.0,2019-04-17,1332.0,79000.0,Hatchback,Mercedes-Benz,A-Class A200 Progressive
202,Nissan GTR 3.8A (COE till 12/2028),288888.0,45910.0,2008-12-19,3799.0,140000.0,Sports,Nissan,GTR 3.8A (COE till 12/2028)
203,Volkswagen Transporter T6 2.0A,122800.0,12980.0,2022-02-17,1968.0,,Van,Volkswagen,Transporter T6 2.0A
204,Nissan Sylphy 1.5A (COE till 08/2030),69800.0,8730.0,2010-08-31,1498.0,90000.0,Sedan,Nissan,Sylphy 1.5A (COE till 08/2030)
205,Infiniti Q50 2.0A T,72300.0,14830.0,2016-05-26,1991.0,92000.0,Luxury,Infiniti,Q50 2.0A T
206,Volkswagen Polo GP 1.2A TSI Sunroof,60000.0,11090.0,2017-09-29,1197.0,78000.0,Hatchback,Volkswagen,Polo GP 1.2A TSI Sunroof
207,Mercedes-Benz E-Class E300 Coupe Mild Hybrid AMG Line Premium Plus Night Edition,351988.0,32170.0,2022-02-17,1991.0,50.0,Sports,Mercedes-Benz,E-Class E300 Coupe Mild Hybrid AMG Line Premium Plus Night Edition
208,Subaru Impreza WRX-S 5D 2.5M (COE till 12/2028),80000.0,12640.0,2009-01-15,2457.0,,Sports,Subaru,Impreza WRX-S 5D 2.5M (COE till 12/2028)
209,Volkswagen Type 3 Notchback (COE till 01/2032),95000.0,9550.0,2022-01-27,1584.0,,Others,Volkswagen,Type 3 Notchback (COE till 01/2032)
210,MG MGB GT (COE till 08/2031),68888.0,7660.0,1971-02-26,1798.0,,Sports,MG,MGB GT (COE till 08/2031)
211,Porsche Cayman 2.9A PDK (COE till 12/2030),168888.0,20340.0,2010-12-22,2893.0,83000.0,Sports,Porsche,Cayman 2.9A PDK (COE till 12/2030)
212,Porsche Cayman 2.7A (COE till 06/2028),129900.0,22570.0,2008-06-06,2687.0,62000.0,Sports,Porsche,Cayman 2.7A (COE till 06/2028)
213,MINI John Cooper Works GP 2.0A,281888.0,,,1998.0,35.0,Sports,MINI,John Cooper Works GP 2.0A
214,Audi A6 Plug-in Hybrid 2.0A 50 TFSI e Quattro S-Tronic Sport,275800.0,26380.0,2022-01-17,1984.0,88.0,Luxury,Audi,A6 Plug-in Hybrid 2.0A 50 TFSI e Quattro S-Tronic Sport
215,Honda E Electric Advance,169988.0,17650.0,2021-12-14,,300.0,Hatchback,Honda,E Electric Advance
216,Mercedes-Benz C-Class C180,65800.0,28630.0,2014-06-04,1595.0,123000.0,Luxury,Mercedes-Benz,C-Class C180
217,Lamborghini Gallardo LP570-4 Superleggera (COE till 09/2030),383800.0,47520.0,2010-11-30,5204.0,58000.0,Sports,Lamborghini,Gallardo LP570-4 Superleggera (COE till 09/2030)
218,Nissan NV350 2.5A,62800.0,10010.0,2018-12-11,2488.0,60000.0,Van,Nissan,NV350 2.5A
219,Jaguar F-PACE 5.0A SVR,389800.0,35320.0,2021-12-01,5000.0,9000.0,SUV,Jaguar,F-PACE 5.0A SVR
220,MINI Electric Level 3,198988.0,21040.0,2021-12-13,,50.0,Sports,MINI,Electric Level 3
221,Honda Stream 1.8A X (COE till 09/2023),14888.0,14080.0,2008-09-26,1799.0,161000.0,MPV,Honda,Stream 1.8A X (COE till 09/2023)
222,MINI John Cooper Works GP 2.0A,268988.0,25850.0,2021-12-09,1998.0,652.0,Sports,MINI,John Cooper Works GP 2.0A
223,Nissan NV350 Caravan 2.0A DX,62999.0,6820.0,2021-12-01,1998.0,,Van,Nissan,NV350 Caravan 2.0A DX
224,Mercedes-Benz SLC-Class SLC180 AMG Line,200000.0,24320.0,2019-10-02,1595.0,18000.0,Sports,Mercedes-Benz,SLC-Class SLC180 AMG Line
225,Ferrari 458 Italia (COE till 09/2030),458800.0,56810.0,2010-11-23,4497.0,,Sports,Ferrari,458 Italia (COE till 09/2030)
226,BMW X1 sDrive18i M-Sport,172888.0,16540.0,2021-08-26,1499.0,10000.0,SUV,BMW,X1 sDrive18i M-Sport
227,Bentley Continental Flying Spur 6.0A (COE till 03/2026),91800.0,26280.0,2006-03-03,5998.0,102000.0,Luxury,Bentley,Continental Flying Spur 6.0A (COE till 03/2026)
228,Alfa Romeo Giulia 2.9A Quadrifoglio,333000.0,33860.0,2021-03-05,2891.0,10000.0,Sports,Alfa,Romeo Giulia 2.9A Quadrifoglio
229,Porsche Taycan Electric,597988.0,58030.0,2021-10-09,,55.0,Sports,Porsche,Taycan Electric
230,Honda Vezel Hybrid 1.5A e:HEV X Honda Sensing,172988.0,18130.0,2021-10-08,1496.0,652.0,SUV,Honda,Vezel Hybrid 1.5A e:HEV X Honda Sensing
231,Mercedes-Benz SLK-Class SLK200 (New 10-yr COE),110800.0,11070.0,2011-11-04,1796.0,86000.0,Sports,Mercedes-Benz,SLK-Class SLK200 (New 10-yr COE)
232,Toyota Ractis 1.3A (COE till 08/2023),17800.0,18510.0,2008-08-22,1296.0,151710.0,Hatchback,Toyota,Ractis 1.3A (COE till 08/2023)
233,Porsche 911 Speedster 4.0M,1288880.0,138790.0,2020-03-03,3996.0,5588.0,Sports,Porsche,911 Speedster 4.0M
234,Porsche Taycan Electric 4S,529988.0,52870.0,2020-11-09,,88.0,Sports,Porsche,Taycan Electric 4S
235,Mercedes-Benz Maybach S-Class S650,888000.0,,,5980.0,,Luxury,Mercedes-Benz,Maybach S-Class S650
236,Mercedes-Benz AMG GT 63 S 4MATIC+ Premium,800000.0,,,3982.0,,Sports,Mercedes-Benz,AMG GT 63 S 4MATIC+ Premium
237,Land Rover Range Rover Evoque Mild Hybrid 2.0A R-Dynamic SE,233800.0,25640.0,2020-10-09,1997.0,19783.0,SUV,Land,Rover Range Rover Evoque Mild Hybrid 2.0A R-Dynamic SE
238,Mercedes-Benz GLB-Class GLB200 AMG Line 7-Seater,193888.0,20740.0,2021-01-15,1332.0,17500.0,SUV,Mercedes-Benz,GLB-Class GLB200 AMG Line 7-Seater
239,Honda Vezel 1.5A X,57800.0,13480.0,2016-07-29,1496.0,63000.0,SUV,Honda,Vezel 1.5A X
240,Honda Civic Type R 2.0M (COE till 03/2029),164800.0,25060.0,2009-05-23,1998.0,,Sports,Honda,Civic Type R 2.0M (COE till 03/2029)
241,Skoda Kodiaq 1.5A TSI Sportline,185000.0,17550.0,2022-02-28,1498.0,6000.0,SUV,Skoda,Kodiaq 1.5A TSI Sportline
242,BMW 3 Series 320i (COE till 01/2024),18500.0,13140.0,2009-05-12,1995.0,145000.0,Luxury,BMW,3 Series 320i (COE till 01/2024)
243,Nissan Qashqai 1.2A DIG-T,86880.0,13530.0,2018-05-02,1197.0,113600.0,SUV,Nissan,Qashqai 1.2A DIG-T
244,Toyota Vios 1.5A E,50800.0,11880.0,2016-05-16,1497.0,81000.0,Sedan,Toyota,Vios 1.5A E
245,Mercedes-Benz CLA-Class CLA180 Shooting Brake Urban,97900.0,17600.0,2017-05-16,1595.0,77000.0,Stationwagon,Mercedes-Benz,CLA-Class CLA180 Shooting Brake Urban
246,Lexus SC430 (COE till 12/2028),72800.0,11550.0,2008-12-22,4293.0,122772.0,Sports,Lexus,SC430 (COE till 12/2028)
247,BMW 5 Series 523i (COE till 09/2030),92800.0,11490.0,2010-11-30,2497.0,145300.0,Luxury,BMW,5 Series 523i (COE till 09/2030)
248,BMW 2 Series 216i Gran Tourer Luxury,113800.0,16110.0,2018-07-27,1499.0,67000.0,MPV,BMW,2 Series 216i Gran Tourer Luxury
249,Toyota Hiace 3.0M DX,32900.0,12090.0,2015-05-25,2982.0,90000.0,Van,Toyota,Hiace 3.0M DX
250,Lexus NX Turbo NX200t,110110.0,21320.0,2016-09-23,1998.0,86068.0,SUV,Lexus,NX Turbo NX200t
251,Toyota Harrier Turbo 2.0A M,138800.0,17140.0,2019-09-30,1998.0,42000.0,SUV,Toyota,Harrier Turbo 2.0A M
252,Toyota Vios 1.5A J (COE till 02/2023),5800.0,,2008-02-25,1497.0,,Sedan,Toyota,Vios 1.5A J (COE till 02/2023)
253,BMW 2 Series 216d Gran Tourer Luxury,77800.0,17280.0,2015-12-31,1496.0,101000.0,MPV,BMW,2 Series 216d Gran Tourer Luxury
254,Mercedes-Benz E-Class E200 Avantgarde,129800.0,22380.0,2016-11-22,1991.0,132000.0,Luxury,Mercedes-Benz,E-Class E200 Avantgarde
255,Mercedes-Benz E-Class E250 CGI (COE till 06/2030),89800.0,11540.0,2010-06-16,1796.0,121327.0,Luxury,Mercedes-Benz,E-Class E250 CGI (COE till 06/2030)
256,Honda Odyssey 2.4A EXV-S Sunroof,60800.0,20220.0,2014-12-05,2356.0,,MPV,Honda,Odyssey 2.4A EXV-S Sunroof
257,BMW 2 Series 216i Gran Tourer Luxury,162800.0,15850.0,2021-08-20,1499.0,13997.0,MPV,BMW,2 Series 216i Gran Tourer Luxury
258,Honda Fit 1.3A G Skyroof (COE till 05/2024),19800.0,11380.0,2009-08-26,1339.0,,Hatchback,Honda,Fit 1.3A G Skyroof (COE till 05/2024)
259,Mazda CX-3 2.0A Deluxe,92000.0,11950.0,2019-06-28,1998.0,72000.0,SUV,Mazda,CX-3 2.0A Deluxe
260,Volkswagen Jetta GP 1.4A TSI Highline,49800.0,12870.0,2015-10-13,1390.0,107800.0,Sedan,Volkswagen,Jetta GP 1.4A TSI Highline
261,BMW 5 Series 520i,192800.0,21410.0,2020-02-26,1998.0,53000.0,Luxury,BMW,5 Series 520i
262,Toyota Liteace 2.2A (COE till 07/2023),9500.0,10800.0,2003-07-23,2184.0,,Van,Toyota,Liteace 2.2A (COE till 07/2023)
263,BMW M Series M5 (COE till 07/2032),199999.0,20180.0,2012-08-29,4395.0,120000.0,Sports,BMW,M Series M5 (COE till 07/2032)
264,Volkswagen Scirocco 1.4A TSI (New 10-yr COE),99800.0,9970.0,2012-08-31,1390.0,90723.0,Sports,Volkswagen,Scirocco 1.4A TSI (New 10-yr COE)
265,Toyota Corolla Altis 1.6A Standard,115800.0,12400.0,2021-03-24,1598.0,14000.0,Sedan,Toyota,Corolla Altis 1.6A Standard
266,Honda Fit 1.3A G (COE till 08/2025),29800.0,10090.0,2010-08-18,1339.0,140000.0,Hatchback,Honda,Fit 1.3A G (COE till 08/2025)
267,Volkswagen Polo 1.2A TSI,18800.0,13180.0,2013-10-31,1197.0,70000.0,Hatchback,Volkswagen,Polo 1.2A TSI
268,Volkswagen Jetta Sport 1.4A TSI (COE till 06/2030),71998.0,9250.0,2010-06-17,1390.0,128902.0,Sedan,Volkswagen,Jetta Sport 1.4A TSI (COE till 06/2030)
269,Bentley Continental GT 4.0A V8,188000.0,141300.0,2013-05-10,3993.0,,Sports,Bentley,Continental GT 4.0A V8
270,Toyota Prius Alpha Hybrid 1.8A S,106800.0,15370.0,2018-11-05,1797.0,66000.0,MPV,Toyota,Prius Alpha Hybrid 1.8A S
271,Toyota ISIS 1.8A LX (COE till 10/2028),62800.0,10230.0,2008-10-24,1794.0,156874.0,MPV,Toyota,ISIS 1.8A LX (COE till 10/2028)
272,Mercedes-Benz E-Class E250 CGI AMG Line,39800.0,,2012-10-03,1796.0,50395.0,Luxury,Mercedes-Benz,E-Class E250 CGI AMG Line
273,BMW X1 sDrive18i,127800.0,16510.0,2019-02-28,1499.0,69000.0,SUV,BMW,X1 sDrive18i
274,Toyota Sienta Hybrid 1.5A G,72800.0,13890.0,2017-09-26,1496.0,99500.0,MPV,Toyota,Sienta Hybrid 1.5A G
275,Toyota Harrier 2.0A Premium Style Mauve,83800.0,16500.0,2016-07-28,1986.0,67403.0,SUV,Toyota,Harrier 2.0A Premium Style Mauve
276,Suzuki Swift 1.4A Special Edition,43800.0,12100.0,2015-10-23,1372.0,95000.0,Hatchback,Suzuki,Swift 1.4A Special Edition
277,Nissan Kicks e-POWER Hybrid 1.2A Premium Plus,112800.0,13130.0,2020-08-17,1198.0,29277.0,SUV,Nissan,Kicks e-POWER Hybrid 1.2A Premium Plus
278,Toyota Sienta 1.5A X,72800.0,13300.0,2017-10-20,1496.0,71200.0,MPV,Toyota,Sienta 1.5A X
279,Suzuki SX4 HB 1.6A (COE till 10/2024),19800.0,9450.0,2009-10-09,1586.0,163900.0,Hatchback,Suzuki,SX4 HB 1.6A (COE till 10/2024)
280,Subaru Forester 2.0i-L Sunroof,56988.0,13790.0,2016-03-31,1995.0,112000.0,SUV,Subaru,Forester 2.0i-L Sunroof
281,Kia Cerato Forte Koup 1.6A SX Sunroof (COE till 09/2024),20800.0,10030.0,2010-01-04,1591.0,185000.0,Sports,Kia,Cerato Forte Koup 1.6A SX Sunroof (COE till 09/2024)
282,MINI Cooper S 1.6A,38000.0,18400.0,2014-01-10,1598.0,117198.0,Sports,MINI,Cooper S 1.6A
283,BMW 2 Series 220i Coupe M-Sport Sunroof,59800.0,23640.0,2014-06-10,1997.0,79000.0,Sports,BMW,2 Series 220i Coupe M-Sport Sunroof
284,BMW 4 Series 420i Gran Coupe M-Sport Sunroof,80000.0,22830.0,2015-03-11,1997.0,123120.0,Luxury,BMW,4 Series 420i Gran Coupe M-Sport Sunroof
285,Volkswagen Passat 2.0A TSI Business,158800.0,16620.0,2021-04-01,1984.0,16000.0,Luxury,Volkswagen,Passat 2.0A TSI Business
286,Volkswagen Passat 1.8A TSI Highline Sunroof,113800.0,15960.0,2018-08-23,1798.0,60000.0,Luxury,Volkswagen,Passat 1.8A TSI Highline Sunroof
287,BMW M Series M5 Sunroof,81555.0,,2012-12-06,4395.0,89555.0,Sports,BMW,M Series M5 Sunroof
288,Lexus IS Hybrid IS300h Executive,141800.0,19470.0,2018-10-19,2494.0,45000.0,Luxury,Lexus,IS Hybrid IS300h Executive
289,Mercedes-Benz C-Class C180 Avantgarde,64800.0,23060.0,2014-11-17,1595.0,110000.0,Luxury,Mercedes-Benz,C-Class C180 Avantgarde
290,Honda Shuttle 1.5A G,67800.0,14030.0,2017-03-03,1496.0,76000.0,Stationwagon,Honda,Shuttle 1.5A G
291,Toyota Hiace 2.0A DX,78888.0,8030.0,2022-06-28,1998.0,,Van,Toyota,Hiace 2.0A DX
292,Mercedes-Benz A-Class A250 AMG Line,169800.0,21270.0,2019-07-18,1991.0,45081.0,Hatchback,Mercedes-Benz,A-Class A250 AMG Line
293,BMW X3 sDrive20i,234800.0,22910.0,2021-09-30,1998.0,4100.0,SUV,BMW,X3 sDrive20i
294,Honda Vezel 1.5A X,99800.0,12540.0,2020-01-13,1496.0,38000.0,SUV,Honda,Vezel 1.5A X
295,Hyundai Avante 1.6A GLS S,92800.0,11500.0,2020-02-04,1591.0,49666.0,Sedan,Hyundai,Avante 1.6A GLS S
296,Mercedes-Benz GLA-Class GLA180 Urban Edition,140800.0,16860.0,2020-03-09,1595.0,29000.0,SUV,Mercedes-Benz,GLA-Class GLA180 Urban Edition
297,Mercedes-Benz C-Class C180 AMG Line,77800.0,21760.0,2015-05-11,1595.0,103000.0,Luxury,Mercedes-Benz,C-Class C180 AMG Line
298,Mercedes-Benz C-Class C180 Coupe,144800.0,22490.0,2018-01-25,1595.0,80000.0,Sports,Mercedes-Benz,C-Class C180 Coupe
299,Porsche Cayenne 3.6A Tip (COE till 02/2029),99800.0,15380.0,2009-03-23,3598.0,135088.0,SUV,Porsche,Cayenne 3.6A Tip (COE till 02/2029)
300,Mercedes-Benz SLK-Class SLK350 (COE till 03/2026),49800.0,13970.0,2006-03-29,3498.0,134000.0,Sports,Mercedes-Benz,SLK-Class SLK350 (COE till 03/2026)
301,Mercedes-Benz GLA-Class GLA200 Sport,189988.0,19940.0,2021-04-23,1332.0,17508.0,SUV,Mercedes-Benz,GLA-Class GLA200 Sport
302,Renault Grand Scenic Diesel 1.5A dCi Sunroof,88800.0,14230.0,2018-04-18,1461.0,79809.0,MPV,Renault,Grand Scenic Diesel 1.5A dCi Sunroof
303,Mitsubishi Fuso Super Great FV51J Tipper,58800.0,50030.0,2013-11-08,12882.0,,Truck,Mitsubishi,Fuso Super Great FV51J Tipper
304,Honda Shuttle Hybrid 1.5A,72800.0,13510.0,2017-11-17,1496.0,,Stationwagon,Honda,Shuttle Hybrid 1.5A
305,Honda Jazz 1.5A L Skyroof (COE till 11/2023),15000.0,12790.0,2008-11-07,1497.0,,Hatchback,Honda,Jazz 1.5A L Skyroof (COE till 11/2023)
306,Mercedes-Benz GLA-Class GLA180 Urban Edition,133800.0,16770.0,2019-10-29,1595.0,54708.0,SUV,Mercedes-Benz,GLA-Class GLA180 Urban Edition
307,Isuzu FRR90,99800.0,16680.0,2018-08-28,5193.0,,Truck,Isuzu,FRR90
308,Mercedes-Benz B-Class B180,30800.0,14130.0,2014-03-28,1595.0,,Hatchback,Mercedes-Benz,B-Class B180
309,Toyota Picnic 2.0A (COE till 01/2027),51800.0,11960.0,2007-01-03,1998.0,,MPV,Toyota,Picnic 2.0A (COE till 01/2027)
310,Mitsubishi Fuso Canter FEB71,65800.0,13660.0,2017-06-29,2998.0,75138.0,Truck,Mitsubishi,Fuso Canter FEB71
311,Volvo XC60 T5 Drive-E 2.0A Ocean Race,64500.0,17470.0,2015-04-24,1969.0,125000.0,SUV,Volvo,XC60 T5 Drive-E 2.0A Ocean Race
312,MG HS 1.5A Turbo,135888.0,14290.0,2021-06-30,1490.0,12155.0,SUV,MG,HS 1.5A Turbo
313,Toyota Hiace 3.0M DX,34800.0,11710.0,2015-08-25,2982.0,,Van,Toyota,Hiace 3.0M DX
314,Kia Stinger 2.0A Sunroof,133800.0,19180.0,2018-08-30,1998.0,86000.0,Luxury,Kia,Stinger 2.0A Sunroof
315,Porsche Panamera 3.6A PDK,138800.0,51040.0,2013-09-09,3605.0,28000.0,Sports,Porsche,Panamera 3.6A PDK
316,Honda Stream 1.8A X (COE till 05/2023),8200.0,11130.0,2008-07-21,1799.0,,MPV,Honda,Stream 1.8A X (COE till 05/2023)
317,Mitsubishi Outlander 2.0A,118800.0,15720.0,2019-06-14,1998.0,20000.0,SUV,Mitsubishi,Outlander 2.0A
318,BMW X1 sDrive20i M-Sport,172888.0,18730.0,2020-07-30,1998.0,22000.0,SUV,BMW,X1 sDrive20i M-Sport
319,Aston Martin V8 Vantage Coupe 4.7A (COE till 12/2030),235800.0,28300.0,2011-03-18,4735.0,,Sports,Aston,Martin V8 Vantage Coupe 4.7A (COE till 12/2030)
320,Honda Fit 1.3A GF (COE till 07/2028),53000.0,9060.0,2008-07-10,1339.0,175000.0,Hatchback,Honda,Fit 1.3A GF (COE till 07/2028)
321,Honda Civic 1.5A VTEC Turbo Sunroof,139999.0,15440.0,2020-10-21,1498.0,30500.0,Sedan,Honda,Civic 1.5A VTEC Turbo Sunroof
322,Mercedes-Benz C-Class C200 Sport Premium,105800.0,22750.0,2016-05-06,1991.0,89000.0,Luxury,Mercedes-Benz,C-Class C200 Sport Premium
323,Volvo V40 T2 (OPC),59800.0,11870.0,2016-11-15,1498.0,57200.0,Hatchback,Volvo,V40 T2 (OPC)
324,Mercedes-Benz C-Class C200 Mild Hybrid Avantgarde,163800.0,20410.0,2019-06-07,1497.0,60000.0,Luxury,Mercedes-Benz,C-Class C200 Mild Hybrid Avantgarde
325,Toyota C-HR Hybrid 1.8A S,86800.0,14510.0,2018-04-13,1797.0,76000.0,SUV,Toyota,C-HR Hybrid 1.8A S
326,Toyota Noah Hybrid 1.8A X,185800.0,18640.0,2022-01-11,1797.0,8000.0,MPV,Toyota,Noah Hybrid 1.8A X
327,MG HS 1.5A Turbo,122988.0,14070.0,2020-09-28,1490.0,18000.0,SUV,MG,HS 1.5A Turbo
328,Opel Astra Sports Tourer 1.4A Turbo,69800.0,11290.0,2017-12-14,1399.0,70000.0,Stationwagon,Opel,Astra Sports Tourer 1.4A Turbo
329,BMW X1 sDrive18i M-Sport,175800.0,16110.0,2022-01-28,1499.0,2800.0,SUV,BMW,X1 sDrive18i M-Sport
330,Audi A3 Sedan 1.0A TFSI S-tronic,95800.0,14280.0,2018-06-14,999.0,71000.0,Luxury,Audi,A3 Sedan 1.0A TFSI S-tronic
331,Land Rover Range Rover Sport 3.0A Supercharged 7-Seater,273888.0,35470.0,2018-07-20,2995.0,15888.0,SUV,Land,Rover Range Rover Sport 3.0A Supercharged 7-Seater
332,Toyota Sienta Hybrid 1.5A G,125800.0,13570.0,2021-06-17,1496.0,7000.0,MPV,Toyota,Sienta Hybrid 1.5A G
333,Toyota Hiace 2.8A DX,71800.0,11350.0,2018-12-31,2754.0,133000.0,Van,Toyota,Hiace 2.8A DX
334,Audi TT Roadster 2.0A (COE till 03/2029),106888.0,16260.0,2009-05-23,1984.0,,Sports,Audi,TT Roadster 2.0A (COE till 03/2029)
335,Mitsubishi Lancer 1.6M (COE till 09/2027),49800.0,9840.0,2007-09-26,1584.0,160000.0,Sedan,Mitsubishi,Lancer 1.6M (COE till 09/2027)
336,Honda Vezel 1.5A X Honda Sensing,88800.0,20350.0,2016-09-15,1496.0,60300.0,SUV,Honda,Vezel 1.5A X Honda Sensing
337,Honda Civic 1.6A VTi (COE till 04/2023),8800.0,15300.0,2008-04-03,1595.0,,Sedan,Honda,Civic 1.6A VTi (COE till 04/2023)
338,Volkswagen Golf 1.4A TSI,28800.0,18850.0,2013-11-15,1395.0,50000.0,Hatchback,Volkswagen,Golf 1.4A TSI
339,Honda Fit 1.3A G (COE till 10/2024),21588.0,10000.0,2009-11-16,1339.0,147000.0,Hatchback,Honda,Fit 1.3A G (COE till 10/2024)
340,Toyota ISIS 1.8A LX (COE till 11/2023),14800.0,12280.0,2008-11-19,1794.0,129000.0,MPV,Toyota,ISIS 1.8A LX (COE till 11/2023)
341,Volkswagen Tiguan 2.0A R-Line 380 TSI,109800.0,19040.0,2017-02-23,1984.0,83000.0,SUV,Volkswagen,Tiguan 2.0A R-Line 380 TSI
342,Nissan Qashqai 1.2A DIG-T,85500.0,12980.0,2018-06-19,1197.0,58000.0,SUV,Nissan,Qashqai 1.2A DIG-T
343,BMW 5 Series 523i (COE till 12/2030),103800.0,12520.0,2010-12-17,2497.0,150000.0,Luxury,BMW,5 Series 523i (COE till 12/2030)
344,BMW Z4 sDrive23i (COE till 02/2032),119800.0,12620.0,2012-03-30,2497.0,77000.0,Sports,BMW,Z4 sDrive23i (COE till 02/2032)
345,BMW 5 Series 535i Gran Turismo Sunroof (COE till 09/2031),132800.0,14630.0,2011-10-11,2979.0,140000.0,Luxury,BMW,5 Series 535i Gran Turismo Sunroof (COE till 09/2031)
346,Volkswagen Touareg Diesel 3.0A TDI,80000.0,26800.0,2014-02-24,2967.0,,SUV,Volkswagen,Touareg Diesel 3.0A TDI
347,Hyundai Tucson 1.6A GLS T-GDi DCT Turbo,86800.0,14670.0,2018-01-13,1591.0,69000.0,SUV,Hyundai,Tucson 1.6A GLS T-GDi DCT Turbo
348,Mitsubishi Fuso Canter FEB21,30888.0,14340.0,2014-10-30,2998.0,,Truck,Mitsubishi,Fuso Canter FEB21
349,Land Rover Discovery Sport 2.0A Si4 SE 7-Seater,120800.0,20700.0,2017-02-28,1999.0,69000.0,SUV,Land,Rover Discovery Sport 2.0A Si4 SE 7-Seater
350,Honda Civic 1.8A VTi-S (COE till 04/2029),75800.0,11390.0,2009-11-03,1799.0,,Sedan,Honda,Civic 1.8A VTi-S (COE till 04/2029)
351,Renault Grand Scenic Diesel 1.5A dCi Sunroof,89800.0,13840.0,2018-07-11,1461.0,47000.0,MPV,Renault,Grand Scenic Diesel 1.5A dCi Sunroof
352,Mercedes-Benz CLA-Class CLA180 Progressive,184800.0,18730.0,2021-06-25,1332.0,8000.0,Luxury,Mercedes-Benz,CLA-Class CLA180 Progressive
353,Mercedes-Benz C-Class C200 Mild Hybrid AMG Line,196800.0,21840.0,2020-07-28,1497.0,,Luxury,Mercedes-Benz,C-Class C200 Mild Hybrid AMG Line
354,BMW 3 Series 318i Highline Sport,177500.0,18550.0,2020-11-30,1998.0,30000.0,Luxury,BMW,3 Series 318i Highline Sport
355,BMW 5 Series 535i Sunroof (COE till 08/2030),118800.0,14860.0,2010-09-01,2979.0,,Luxury,BMW,5 Series 535i Sunroof (COE till 08/2030)
356,Toyota Harrier Hybrid 2.5A Premium,178800.0,18870.0,2021-03-29,2487.0,16000.0,SUV,Toyota,Harrier Hybrid 2.5A Premium
357,Honda Fit 1.3A GF,83800.0,10680.0,2020-03-25,1317.0,40537.0,Hatchback,Honda,Fit 1.3A GF
358,Mercedes-Benz GLC-Class GLC250 4MATIC Sunroof,129800.0,25410.0,2016-10-25,1991.0,62000.0,SUV,Mercedes-Benz,GLC-Class GLC250 4MATIC Sunroof
